sku,customer_uuid,sale_ts,quantity,unit_price,pc_points
P1002,a3d8976d-414d-45a0-a6b0-96dece5c8519,2025-09-17T11:08:40.518757,3,12.1,14
P1005,717e92fd-1df2-4e46-90bd-8b47deaea352,2025-09-17T19:34:08.518757,3,22.4,0
P1004,f72b431f-222d-40c8-a246-bf651d20f829,2025-09-17T11:22:34.518757,1,19.99,0
P1018,d510d398-9db0-46ae-b089-e6fcdd850a7b,2025-09-18T00:08:11.518757,2,18.83,30
P1004,0c1d9bac-79c2-4546-8ad6-056fb77c34ab,2025-09-17T12:18:02.518757,3,19.52,52
P1019,4fb423f9-70a8-46aa-af9b-20ff3b964e54,2025-09-17T19:20:06.518757,3,5.78,0
P1000,cf1fb156-2702-4617-81ea-79a513faa98e,2025-09-17T16:38:19.518757,2,9.24,5
P1021,9227336d-9078-4612-82c3-574ef663a494,2025-09-18T06:32:14.518757,1,8.67,0
P1021,c5c3fb43-df5d-47a7-8c21-06e5997638d1,2025-09-17T15:44:31.518757,1,7.59,1
P1014,0891de48-954a-463a-a8d3-47c9e056c4c8,2025-09-17T21:04:27.518757,3,18.38,0
P1018,fe22e212-6a81-46d4-9ecf-4a0f5e9e9721,2025-09-18T09:51:50.518757,3,21.29,0
P1013,d163fa6a-200e-498d-b923-4fe11d885289,2025-09-18T03:19:19.518757,3,9.98,17
P1015,8bd851e7-f457-4ca4-9a98-e1e7dc2d18f2,2025-09-17T11:01:05.518757,2,12.36,0
P1010,1ec07e69-4807-4469-8b56-134b57f78fe1,2025-09-18T02:07:39.518757,3,5.56,0
P1006,e689efe3-cbf4-4648-ba57-2f569f0dc7db,2025-09-17T11:31:51.518757,1,26.37,0
P1008,64b9b86d-0517-46e2-b00a-f6e95b2fb8d9,2025-09-18T07:03:27.518757,3,10.0,0
P1003,936952d1-b537-4463-80c5-44d857f3a926,2025-09-17T17:21:58.518757,2,11.66,11
P1016,df94e6b7-c730-4d4b-a93f-b0b31396b55a,2025-09-17T17:49:17.518757,1,6.94,0
P1005,462b45a3-7662-42d4-8382-1c992603c6c8,2025-09-18T06:37:53.518757,2,23.13,0
P1008,02e39976-3db8-467d-b3ac-f0831a167903,2025-09-18T04:12:34.518757,2,10.24,10
P1015,fe22e212-6a81-46d4-9ecf-4a0f5e9e9721,2025-09-19T04:29:42.518757,3,10.98,0
P1007,7235f097-2877-406b-8a8b-d76fe032e8f1,2025-09-18T12:16:13.518757,2,15.74,0
P1003,47f49e30-2ef8-4c29-9bcc-756483eba6ed,2025-09-19T02:57:49.518757,1,11.93,5
P1012,c785af45-8a43-4ae3-ad96-fc99aa575f4b,2025-09-18T23:14:10.518757,3,14.7,35
P1017,5056d44f-dc78-4ff6-bf65-bc191fbb894a,2025-09-19T06:15:44.518757,3,13.49,0
P1021,4fb423f9-70a8-46aa-af9b-20ff3b964e54,2025-09-19T00:51:35.518757,2,7.84,0
P1005,8c875527-b297-4cac-8a4a-33ffcf48a33f,2025-09-18T11:49:45.518757,2,25.31,0
P1021,5a5082e1-a576-4573-9d08-7e25acadeadc,2025-09-19T04:22:10.518757,1,8.62,1
P1016,fe22e212-6a81-46d4-9ecf-4a0f5e9e9721,2025-09-19T07:58:35.518757,2,7.08,0
P1019,703f4970-38ab-418b-bd5c-9757fbfe6154,2025-09-18T16:19:57.518757,2,5.98,0
P1004,f3db4f1f-b526-4b54-b379-04c077d9a369,2025-09-19T00:44:03.518757,3,18.93,51
P1020,f69356b1-0066-48cd-b3f7-3fa67721a038,2025-09-19T07:45:52.518757,3,8.44,0
P1023,21b2a9bd-901b-45a7-9608-fcfd74e0d7c1,2025-09-19T04:55:27.518757,1,10.3,0
P1001,5a5082e1-a576-4573-9d08-7e25acadeadc,2025-09-18T22:46:56.518757,2,18.45,33
P1019,bcbd12d5-a45a-4148-9276-75ec17746782,2025-09-18T20:12:31.518757,2,6.27,1
P1012,9594e64b-b284-4f30-bc2a-4f55d64bd20c,2025-09-18T23:12:51.518757,3,13.07,31
P1021,10b488b7-f047-458a-b9db-ab7616a29355,2025-09-19T08:06:53.518757,1,8.65,0
P1017,f72b431f-222d-40c8-a246-bf651d20f829,2025-09-19T02:14:57.518757,3,14.21,0
P1006,5b0874ef-7736-4d3f-9f35-9207c5d80d11,2025-09-18T18:50:32.518757,3,26.35,71
P1018,0e3c5c8f-d9d6-4d66-b9bb-a7a0ed12fdd7,2025-09-18T18:35:56.518757,1,18.78,15
P1001,a0a2b93b-cd88-427a-aa69-3c4ca0fb75d3,2025-09-18T13:56:53.518757,3,17.43,0
P1001,462b45a3-7662-42d4-8382-1c992603c6c8,2025-09-18T23:31:11.518757,2,19.19,0
P1023,4fb423f9-70a8-46aa-af9b-20ff3b964e54,2025-09-18T15:21:46.518757,1,9.54,0
P1012,c5c3fb43-df5d-47a7-8c21-06e5997638d1,2025-09-18T14:25:58.518757,2,14.79,23
P1022,8ebbfab2-bc28-4b4d-a234-86d0ff23ee66,2025-09-18T13:12:43.518757,3,19.89,0
P1023,163c14bb-d280-4c2f-b981-861a3555171a,2025-09-19T08:12:24.518757,3,9.7,17
P1010,fc3622a2-20d2-4ab5-a6ba-2c090e4a4a4a,2025-09-19T21:32:55.518757,2,5.53,1
P1023,936952d1-b537-4463-80c5-44d857f3a926,2025-09-19T15:53:44.518757,3,9.59,17
P1017,1d2f62a9-a444-4622-8ac5-f8815dcfdbd0,2025-09-20T04:42:35.518757,1,14.41,0
P1018,e3371595-70ed-49c9-8c00-4cc0167fac0e,2025-09-20T03:22:41.518757,3,21.36,0
P1002,c5c3fb43-df5d-47a7-8c21-06e5997638d1,2025-09-19T16:25:42.518757,1,11.81,4
P1004,9227336d-9078-4612-82c3-574ef663a494,2025-09-19T23:40:13.518757,1,19.13,0
P1005,8c875527-b297-4cac-8a4a-33ffcf48a33f,2025-09-20T02:12:12.518757,2,24.41,0
P1015,0c1d9bac-79c2-4546-8ad6-056fb77c34ab,2025-09-19T15:32:01.518757,2,12.29,14
P1016,5056d44f-dc78-4ff6-bf65-bc191fbb894a,2025-09-19T14:31:29.518757,3,6.76,0
P1021,abc6c5f1-a209-4507-95c2-9acf6f00b3f3,2025-09-19T16:23:11.518757,3,8.67,5
P1013,c5c3fb43-df5d-47a7-8c21-06e5997638d1,2025-09-20T08:20:54.518757,2,10.78,12
P1001,f3db4f1f-b526-4b54-b379-04c077d9a369,2025-09-20T06:07:48.518757,2,17.54,31
P1013,7235f097-2877-406b-8a8b-d76fe032e8f1,2025-09-20T03:32:50.518757,2,9.71,0
P1003,c5c3fb43-df5d-47a7-8c21-06e5997638d1,2025-09-20T05:31:42.518757,3,12.45,18
P1024,fc3622a2-20d2-4ab5-a6ba-2c090e4a4a4a,2025-09-19T21:42:20.518757,2,26.27,52
P1024,d3a6aaf3-d739-44af-ac7d-fc2febaec88b,2025-09-20T04:28:55.518757,2,23.2,0
P1005,1ec07e69-4807-4469-8b56-134b57f78fe1,2025-09-20T09:02:16.518757,1,23.83,0
P1009,717e92fd-1df2-4e46-90bd-8b47deaea352,2025-09-20T01:08:20.518757,3,13.06,0
P1021,d3a6aaf3-d739-44af-ac7d-fc2febaec88b,2025-09-19T18:55:03.518757,1,7.9,0
P1010,d417a9e9-ea0a-42c7-a8a9-613a613dc144,2025-09-19T23:51:16.518757,3,6.01,1
P1004,47f49e30-2ef8-4c29-9bcc-756483eba6ed,2025-09-19T22:48:08.518757,3,18.7,50
P1008,0891de48-954a-463a-a8d3-47c9e056c4c8,2025-09-19T14:04:14.518757,2,10.13,0
P1006,7832ff01-95d4-4ac4-906b-9e7f177bd5f7,2025-09-19T23:33:28.518757,1,26.25,0
P1014,d417a9e9-ea0a-42c7-a8a9-613a613dc144,2025-09-19T17:43:07.518757,1,19.73,15
P1002,a3d77441-3817-4f4b-837c-9a9a28b49e67,2025-09-20T06:26:52.518757,1,11.23,4
P1010,fe22e212-6a81-46d4-9ecf-4a0f5e9e9721,2025-09-20T03:45:07.518757,2,5.86,0
P1015,47f49e30-2ef8-4c29-9bcc-756483eba6ed,2025-09-20T06:24:38.518757,1,11.91,7
P1021,1ec07e69-4807-4469-8b56-134b57f78fe1,2025-09-19T15:19:10.518757,1,8.57,0
P1003,f3db4f1f-b526-4b54-b379-04c077d9a369,2025-09-20T08:21:47.518757,2,12.28,12
P1017,8ebbfab2-bc28-4b4d-a234-86d0ff23ee66,2025-09-19T19:45:27.518757,3,13.37,0
P1018,8c2a359a-d9a0-4ff0-84a0-ca002c1783bc,2025-09-20T08:56:51.518757,1,21.1,16
P1022,8ff26b5a-7cd2-42e4-8593-4eac9565ce16,2025-09-19T15:52:24.518757,3,20.36,42
P1021,a5caf41b-0ffa-410b-bb53-fde72b88e5ef,2025-09-20T02:31:55.518757,3,8.5,5
P1017,a0a2b93b-cd88-427a-aa69-3c4ca0fb75d3,2025-09-19T12:41:23.518757,3,15.42,0
P1011,02e39976-3db8-467d-b3ac-f0831a167903,2025-09-19T12:04:18.518757,2,22.89,32
P1017,5a5082e1-a576-4573-9d08-7e25acadeadc,2025-09-20T10:20:24.518757,3,13.9,16
P1017,29e3289c-52a8-4b38-b72a-e252e1a52b2d,2025-09-20T04:24:02.518757,3,13.7,0
P1015,9a22b0d7-6a60-401d-93fc-7f243827dee0,2025-09-20T07:13:35.518757,3,12.26,22
P1000,4fb423f9-70a8-46aa-af9b-20ff3b964e54,2025-09-19T16:15:54.518757,3,9.4,0
P1024,cf1fb156-2702-4617-81ea-79a513faa98e,2025-09-19T13:15:26.518757,3,24.45,73
P1002,a3d8976d-414d-45a0-a6b0-96dece5c8519,2025-09-20T05:39:52.518757,1,12.56,5
P1013,42f4a921-bcb3-48ad-842a-da3ec537ddaf,2025-09-20T08:31:53.518757,3,10.24,0
P1013,1d2f62a9-a444-4622-8ac5-f8815dcfdbd0,2025-09-19T23:15:02.518757,3,10.8,0
P1009,fe22e212-6a81-46d4-9ecf-4a0f5e9e9721,2025-09-21T09:23:15.518757,3,12.8,0
P1021,3fb78b90-8161-4204-875b-1611842dd965,2025-09-20T11:24:58.518757,3,8.7,0
P1005,c5c3fb43-df5d-47a7-8c21-06e5997638d1,2025-09-20T15:44:14.518757,1,23.9,19
P1017,c79986a3-8c43-4ad4-a86e-35a1ca9ebcc8,2025-09-20T18:48:56.518757,1,15.13,6
P1017,5056d44f-dc78-4ff6-bf65-bc191fbb894a,2025-09-20T12:43:59.518757,1,14.04,0
P1002,3bb7f456-29c5-4660-9433-c18e5e7a7e01,2025-09-21T00:45:07.518757,1,12.33,0
P1014,eb998cb8-008b-46bc-9be1-25a11498da7a,2025-09-21T00:19:11.518757,2,18.94,0
P1021,f3db4f1f-b526-4b54-b379-04c077d9a369,2025-09-21T01:05:24.518757,1,7.61,1
P1012,e33da099-cfbd-44ca-9a26-212e9008f19d,2025-09-21T00:26:28.518757,2,13.12,20
P1024,0c1d9bac-79c2-4546-8ad6-056fb77c34ab,2025-09-21T02:53:13.518757,3,23.18,69
P1008,cd9ba8f5-f5bc-4e65-82b5-a86e02f8d91a,2025-09-20T23:16:21.518757,1,10.97,5
P1008,936952d1-b537-4463-80c5-44d857f3a926,2025-09-21T10:02:49.518757,3,10.01,15
P1023,703f4970-38ab-418b-bd5c-9757fbfe6154,2025-09-21T03:13:59.518757,2,10.1,0
P1017,8bd851e7-f457-4ca4-9a98-e1e7dc2d18f2,2025-09-20T18:25:29.518757,2,14.47,0
P1005,54038011-1f2a-42c2-bcb6-05e52409ea6b,2025-09-20T10:45:14.518757,1,25.91,20
P1014,64164ae8-b200-43cd-a6ed-1078cc033dfe,2025-09-20T21:54:55.518757,3,18.78,45
P1024,3bb7f456-29c5-4660-9433-c18e5e7a7e01,2025-09-20T12:34:34.518757,2,24.56,0
P1017,fe22e212-6a81-46d4-9ecf-4a0f5e9e9721,2025-09-20T22:25:31.518757,1,15.18,0
P1003,c785af45-8a43-4ae3-ad96-fc99aa575f4b,2025-09-21T00:17:49.518757,2,12.43,12
P1011,f72b431f-222d-40c8-a246-bf651d20f829,2025-09-20T22:57:32.518757,3,20.65,0
P1013,7832ff01-95d4-4ac4-906b-9e7f177bd5f7,2025-09-21T03:55:03.518757,2,10.14,0
P1015,7832ff01-95d4-4ac4-906b-9e7f177bd5f7,2025-09-21T05:02:06.518757,2,11.78,0
P1022,a0a2b93b-cd88-427a-aa69-3c4ca0fb75d3,2025-09-20T21:19:22.518757,1,18.77,0
P1015,a5caf41b-0ffa-410b-bb53-fde72b88e5ef,2025-09-21T09:07:37.518757,1,11.06,6
P1007,7235f097-2877-406b-8a8b-d76fe032e8f1,2025-09-21T03:53:46.518757,2,16.45,0
P1012,10007012-6e03-4c98-938b-b098349f81c4,2025-09-20T21:17:18.518757,2,14.32,0
P1000,cd9ba8f5-f5bc-4e65-82b5-a86e02f8d91a,2025-09-20T11:33:44.518757,1,9.38,2
P1021,c5c3fb43-df5d-47a7-8c21-06e5997638d1,2025-09-21T09:57:55.518757,3,8.7,5
P1009,9a22b0d7-6a60-401d-93fc-7f243827dee0,2025-09-20T17:00:14.518757,3,13.5,20
P1003,5a5082e1-a576-4573-9d08-7e25acadeadc,2025-09-20T10:52:02.518757,1,11.85,5
P1000,d3a6aaf3-d739-44af-ac7d-fc2febaec88b,2025-09-20T19:15:21.518757,1,9.96,0
P1018,64164ae8-b200-43cd-a6ed-1078cc033dfe,2025-09-20T20:53:48.518757,3,18.82,45
P1010,7832ff01-95d4-4ac4-906b-9e7f177bd5f7,2025-09-20T10:44:39.518757,2,5.54,0
P1005,163c14bb-d280-4c2f-b981-861a3555171a,2025-09-20T21:30:38.518757,3,23.53,56
P1014,3dfc4094-e696-4846-a72b-f74b6253db1e,2025-09-20T19:40:15.518757,2,20.56,0
P1014,462b45a3-7662-42d4-8382-1c992603c6c8,2025-09-22T05:38:37.518757,3,19.21,0
P1007,8ff26b5a-7cd2-42e4-8593-4eac9565ce16,2025-09-21T17:11:26.518757,3,18.28,27
P1016,16f7d21b-8983-4673-b554-a70af805206e,2025-09-21T10:57:26.518757,2,7.59,0
P1012,3fb78b90-8161-4204-875b-1611842dd965,2025-09-22T03:39:47.518757,3,13.88,0
P1013,462b45a3-7662-42d4-8382-1c992603c6c8,2025-09-22T02:29:26.518757,2,9.77,0
P1022,54038011-1f2a-42c2-bcb6-05e52409ea6b,2025-09-21T19:54:06.518757,3,20.02,42
P1000,fc3622a2-20d2-4ab5-a6ba-2c090e4a4a4a,2025-09-21T14:40:32.518757,1,10.49,3
P1004,c56e0715-4596-4669-a9fa-3f55c2b884be,2025-09-21T20:09:20.518757,2,19.32,34
P1009,717e92fd-1df2-4e46-90bd-8b47deaea352,2025-09-21T20:52:01.518757,2,12.77,0
P1000,a18eb0a0-4589-4a60-a181-5d96435f811a,2025-09-22T00:49:43.518757,1,9.33,2
P1005,a3d77441-3817-4f4b-837c-9a9a28b49e67,2025-09-22T10:11:18.518757,3,24.51,58
P1006,5278b34f-be40-48ca-96b7-6db9bd8ddaba,2025-09-22T03:14:41.518757,1,25.51,0
P1022,d417a9e9-ea0a-42c7-a8a9-613a613dc144,2025-09-21T19:15:41.518757,2,20.09,28
P1018,d3a6aaf3-d739-44af-ac7d-fc2febaec88b,2025-09-22T08:30:39.518757,2,18.55,0
P1001,9594e64b-b284-4f30-bc2a-4f55d64bd20c,2025-09-22T05:35:11.518757,1,19.63,17
P1001,d3a6aaf3-d739-44af-ac7d-fc2febaec88b,2025-09-22T01:30:38.518757,2,17.27,0
P1006,64b9b86d-0517-46e2-b00a-f6e95b2fb8d9,2025-09-21T18:28:05.518757,1,24.98,0
P1012,d163fa6a-200e-498d-b923-4fe11d885289,2025-09-21T23:21:17.518757,3,13.09,31
P1002,62a6bf8b-fbc5-4489-a4e1-664b0a6a3b7f,2025-09-22T09:14:11.518757,3,11.1,0
P1011,a0a2b93b-cd88-427a-aa69-3c4ca0fb75d3,2025-09-22T04:48:28.518757,3,21.14,0
P1019,f69356b1-0066-48cd-b3f7-3fa67721a038,2025-09-21T21:57:43.518757,1,5.72,0
P1014,f72b431f-222d-40c8-a246-bf651d20f829,2025-09-22T08:30:39.518757,2,20.86,0
P1020,29e3289c-52a8-4b38-b72a-e252e1a52b2d,2025-09-21T21:59:57.518757,1,9.05,0
P1008,8c875527-b297-4cac-8a4a-33ffcf48a33f,2025-09-21T15:58:53.518757,2,10.3,0
P1021,0e3c5c8f-d9d6-4d66-b9bb-a7a0ed12fdd7,2025-09-21T17:42:59.518757,3,8.44,5
P1002,e689efe3-cbf4-4648-ba57-2f569f0dc7db,2025-09-21T15:23:09.518757,1,12.14,0
P1020,4f65ba96-e923-4082-b5d4-662baeeaf0da,2025-09-21T12:24:51.518757,1,8.75,0
P1006,cd9ba8f5-f5bc-4e65-82b5-a86e02f8d91a,2025-09-21T11:50:19.518757,1,26.35,23
P1017,a3d77441-3817-4f4b-837c-9a9a28b49e67,2025-09-21T13:44:54.518757,2,14.65,11
P1005,a3d8976d-414d-45a0-a6b0-96dece5c8519,2025-09-22T10:11:59.518757,3,22.53,54
P1001,bcbd12d5-a45a-4148-9276-75ec17746782,2025-09-22T06:14:35.518757,1,17.08,15
P1019,5b0874ef-7736-4d3f-9f35-9207c5d80d11,2025-09-22T06:07:26.518757,1,6.03,0
P1015,d163fa6a-200e-498d-b923-4fe11d885289,2025-09-21T13:24:31.518757,3,11.18,20
P1007,e689efe3-cbf4-4648-ba57-2f569f0dc7db,2025-09-21T23:05:11.518757,2,16.71,0
P1021,21b2a9bd-901b-45a7-9608-fcfd74e0d7c1,2025-09-22T05:52:50.518757,3,7.8,0
P1024,4f65ba96-e923-4082-b5d4-662baeeaf0da,2025-09-22T09:25:55.518757,3,24.91,0
P1006,4fb423f9-70a8-46aa-af9b-20ff3b964e54,2025-09-23T00:48:49.518757,3,28.24,0
P1006,9594e64b-b284-4f30-bc2a-4f55d64bd20c,2025-09-22T17:37:27.518757,2,26.44,47
P1019,e3371595-70ed-49c9-8c00-4cc0167fac0e,2025-09-23T03:39:10.518757,2,6.12,0
P1016,5056d44f-dc78-4ff6-bf65-bc191fbb894a,2025-09-22T14:52:24.518757,2,6.92,0
P1015,fc3622a2-20d2-4ab5-a6ba-2c090e4a4a4a,2025-09-22T22:18:20.518757,1,11.69,7
P1019,42f4a921-bcb3-48ad-842a-da3ec537ddaf,2025-09-22T22:28:38.518757,1,6.38,0
P1024,a47cad94-1e3b-425c-a7d4-58fc893dc3aa,2025-09-23T06:32:56.518757,2,24.82,49
P1024,a3d8976d-414d-45a0-a6b0-96dece5c8519,2025-09-23T09:46:39.518757,1,24.8,24
P1005,21b2a9bd-901b-45a7-9608-fcfd74e0d7c1,2025-09-23T10:44:07.518757,2,24.2,0
P1016,0c1d9bac-79c2-4546-8ad6-056fb77c34ab,2025-09-22T12:45:51.518757,3,7.21,4
P1015,c785af45-8a43-4ae3-ad96-fc99aa575f4b,2025-09-22T18:09:49.518757,1,12.27,7
P1007,5b0874ef-7736-4d3f-9f35-9207c5d80d11,2025-09-22T12:14:56.518757,3,17.35,26
P1021,42f4a921-bcb3-48ad-842a-da3ec537ddaf,2025-09-22T21:06:32.518757,2,8.08,0
P1015,54038011-1f2a-42c2-bcb6-05e52409ea6b,2025-09-23T03:42:03.518757,1,11.41,6
P1002,e689efe3-cbf4-4648-ba57-2f569f0dc7db,2025-09-22T20:33:47.518757,2,12.01,0
P1000,54038011-1f2a-42c2-bcb6-05e52409ea6b,2025-09-22T19:19:38.518757,3,9.43,8
P1023,bcbd12d5-a45a-4148-9276-75ec17746782,2025-09-23T08:43:59.518757,2,10.87,13
P1001,462b45a3-7662-42d4-8382-1c992603c6c8,2025-09-23T04:11:27.518757,1,18.87,0
P1007,a18eb0a0-4589-4a60-a181-5d96435f811a,2025-09-23T02:24:13.518757,1,17.73,8
P1014,a5caf41b-0ffa-410b-bb53-fde72b88e5ef,2025-09-22T16:04:09.518757,3,19.19,46
P1024,df94e6b7-c730-4d4b-a93f-b0b31396b55a,2025-09-22T15:01:07.518757,3,24.6,0
P1007,cf1fb156-2702-4617-81ea-79a513faa98e,2025-09-23T06:57:40.518757,2,16.12,16
P1002,1bd50f85-fff2-4358-b349-94b5c92ed030,2025-09-24T05:53:59.518757,3,11.5,0
P1024,d163fa6a-200e-498d-b923-4fe11d885289,2025-09-24T07:22:15.518757,1,24.8,24
P1015,195fbf24-c127-4138-87ba-d3e0017ee68e,2025-09-23T14:13:11.518757,3,12.02,21
P1023,c5c3fb43-df5d-47a7-8c21-06e5997638d1,2025-09-23T21:37:58.518757,2,10.42,12
P1020,58af7b2b-c971-4547-aec2-e16b2725286d,2025-09-24T02:55:38.518757,1,9.21,1
P1009,0e3c5c8f-d9d6-4d66-b9bb-a7a0ed12fdd7,2025-09-24T00:17:15.518757,1,11.71,5
P1022,d510d398-9db0-46ae-b089-e6fcdd850a7b,2025-09-23T17:52:59.518757,1,20.53,14
P1002,a18eb0a0-4589-4a60-a181-5d96435f811a,2025-09-24T08:53:09.518757,3,11.35,13
P1009,9594e64b-b284-4f30-bc2a-4f55d64bd20c,2025-09-24T00:15:15.518757,1,13.32,6
P1018,8ebbfab2-bc28-4b4d-a234-86d0ff23ee66,2025-09-23T11:25:56.518757,3,20.54,0
P1002,42f4a921-bcb3-48ad-842a-da3ec537ddaf,2025-09-23T15:28:57.518757,3,11.28,0
P1012,163c14bb-d280-4c2f-b981-861a3555171a,2025-09-23T17:32:21.518757,1,13.56,10
P1004,a5caf41b-0ffa-410b-bb53-fde72b88e5ef,2025-09-23T19:28:23.518757,3,19.35,52
P1017,9594e64b-b284-4f30-bc2a-4f55d64bd20c,2025-09-23T14:17:25.518757,3,15.21,18
P1012,8ebbfab2-bc28-4b4d-a234-86d0ff23ee66,2025-09-24T06:12:06.518757,2,13.83,0
P1012,62a6bf8b-fbc5-4489-a4e1-664b0a6a3b7f,2025-09-23T14:06:33.518757,3,13.69,0
P1003,3fb78b90-8161-4204-875b-1611842dd965,2025-09-24T06:04:08.518757,2,10.99,0
P1011,10007012-6e03-4c98-938b-b098349f81c4,2025-09-23T20:50:48.518757,3,22.16,0
